act_symbol,date,when
TTD,2025-05-08,After market close
TTWO,2020-02-06,After market close
TTWO,2020-05-20,After market close
TTWO,2020-08-03,After market close
TTWO,2020-11-05,After market close
TTWO,2021-02-08,After market close
TTWO,2021-05-18,After market close
TTWO,2021-08-02,After market close
TTWO,2021-11-03,After market close
TTWO,2022-02-07,After market close
TTWO,2022-05-16,After market close
TTWO,2022-08-08,After market close
TTWO,2022-11-07,After market close
TTWO,2023-02-06,After market close
TTWO,2023-05-17,After market close
TTWO,2023-08-08,After market close
TTWO,2023-11-08,After market close
TTWO,2024-02-08,After market close
TTWO,2024-05-16,After market close
TTWO,2024-08-08,After market close
TTWO,2024-11-06,After market close
TTWO,2025-02-06,After market close
TTWO,2025-05-15,After market close
VRSK,2020-02-18,After market close
VRSK,2020-05-05,After market close
VRSK,2020-08-04,After market close
VRSK,2020-11-04,After market close
VRSK,2021-02-23,After market close
VRSK,2021-05-04,After market close
VRSK,2021-08-03,After market close
VRSK,2021-11-02,After market close
VRSK,2022-02-22,After market close
VRSK,2022-05-03,After market close
VRSK,2022-08-02,After market close
VRSK,2022-11-01,After market close
VRSK,2023-02-28,After market close
VRSK,2023-05-03,Before market open
VRSK,2023-08-02,Before market open
VRSK,2023-11-01,Before market open
VRSK,2024-02-21,Before market open
VRSK,2024-05-01,Before market open
VRSK,2024-07-31,Before market open
VRSK,2024-10-30,Before market open
VRSK,2025-02-26,Before market open
VRSK,2025-05-07,Before market open
WBD,2022-04-26,Before market open
WBD,2022-08-04,After market close
WBD,2022-11-03,After market close
WBD,2023-02-23,After market close
WBD,2023-05-05,Before market open
WBD,2023-08-03,Before market open
WBD,2023-11-08,Before market open
WBD,2024-02-23,Before market open
WBD,2024-05-09,Before market open
WBD,2024-08-07,After market close
WBD,2024-11-07,Before market open
WBD,2025-02-27,Before market open
WBD,2025-05-08,Before market open
WDAY,2020-02-27,After market close
